sub_id	entry	kind	page_start	page_end
10804182-0	4182	head	593	593
10804182-1	4182	sublemma	593	593
10804183-0	4183	head	593	593
10804183-1	4183	sublemma	593	593
10804183-2	4183	sublemma	593	593
10804183-3	4183	sublemma	593	593
10804183-4	4183	sublemma	593	593
10804183-5	4183	sublemma	593	593
10804183-6	4183	sublemma	593	593
10804183-7	4183	sublemma	593	593
10804183-8	4183	sublemma	593	593
10804183-9	4183	sublemma	593	594
10804183-10	4183	sublemma	594	594
10804184-0	4184	head	594	594
10804184-1	4184	sublemma	594	594
10804185-0	4185	head	594	594
10804185-1	4185	sublemma	594	594
10804186-0	4186	head	594	594
10804186-1	4186	sublemma	594	594
10804187-0	4187	head	594	594
10804187-1	4187	sublemma	594	594
10804188-0	4188	head	594	594
10804188-1	4188	sublemma	594	594
10804189-0	4189	head	594	594
10804189-1	4189	sublemma	594	594
10804190-0	4190	head	594	594
10804190-1	4190	sublemma	594	594
10804191-0	4191	head	594	594
10804191-1	4191	sublemma	594	594
10804192-0	4192	head	594	594
10804192-1	4192	sublemma	594	594
10804193-0	4193	head	594	594
10804193-1	4193	sublemma	594	594
10804194-0	4194	head	594	594
10804194-1	4194	sublemma	594	594
10804195-0	4195	head	594	594
10804195-1	4195	sublemma	594	594
10804196-0	4196	head	594	594
10804196-1	4196	sublemma	594	594
10804197-0	4197	head	594	594
10804197-1	4197	sublemma	594	594
10804197-2	4197	sublemma	594	594
10804197-3	4197	sublemma	595	595
10804197-4	4197	sublemma	595	595
10804198-0	4198	head	595	595
10804198-1	4198	sublemma	595	595
10804198-2	4198	sublemma	595	595
10804199-0	4199	head	595	595
10804199-1	4199	sublemma	595	595
10804200-0	4200	head	595	595
10804200-1	4200	sublemma	595	595
10804201-0	4201	head	595	595
10804201-1	4201	sublemma	595	595
10804202-0	4202	head	595	595
10804202-1	4202	sublemma	595	595
10804203-0	4203	head	595	595
10804203-1	4203	sublemma	595	595
10804204-0	4204	head	595	595
10804204-1	4204	sublemma	595	595
10804205-0	4205	head	595	595
10804205-1	4205	sublemma	595	595
10804206-0	4206	head	595	595
10804206-1	4206	sublemma	595	595
10804207-0	4207	head	595	595
10804207-1	4207	sublemma	595	595
10804208-0	4208	head	595	595
10804208-1	4208	sublemma	595	595
10804209-0	4209	head	595	595
10804209-1	4209	sublemma	595	595
10804210-0	4210	head	595	595
10804210-1	4210	sublemma	595	595
10804210-2	4210	sublemma	595	595
10804210-3	4210	sublemma	595	595
10804211-0	4211	head	595	596
10804211-1	4211	sublemma	596	596
10804211-2	4211	sublemma	596	596
10804211-3	4211	sublemma	596	596
10804211-4	4211	sublemma	596	596
10804211-5	4211	sublemma	596	596
10804211-6	4211	sublemma	596	596
10804211-7	4211	sublemma	596	596
10804211-8	4211	sublemma	596	596
10804211-9	4211	sublemma	596	596
10804211-10	4211	sublemma	596	596
10804211-11	4211	sublemma	596	596
10804211-12	4211	sublemma	596	596
10804211-13	4211	sublemma	596	596
10804212-0	4212	head	596	596
10804212-1	4212	sublemma	596	596
10804212-2	4212	sublemma	596	596
10804212-3	4212	sublemma	596	596
10804212-4	4212	sublemma	596	596
10804213-0	4213	head	596	596
10804213-1	4213	sublemma	596	596
10804214-0	4214	head	596	596
10804214-1	4214	sublemma	596	596
10804214-2	4214	sublemma	596	596
10804215-0	4215	head	596	596
10804215-1	4215	sublemma	596	596
10804216-0	4216	head	596	596
10804216-1	4216	sublemma	596	596
10804216-2	4216	sublemma	596	596
10804217-0	4217	head	596	596
10804217-1	4217	sublemma	596	596
10804218-0	4218	head	596	596
10804218-1	4218	sublemma	596	596
10804219-0	4219	head	596	597
10804219-1	4219	sublemma	597	597
10804219-2	4219	sublemma	597	597
10804220-0	4220	head	597	597
10804220-1	4220	sublemma	597	597
10804221-0	4221	head	597	597
10804221-1	4221	sublemma	597	597
10804222-0	4222	head	597	597
10804222-1	4222	sublemma	597	597
10804222-2	4222	sublemma	597	597
10804222-3	4222	sublemma	597	597
10804222-4	4222	sublemma	597	597
10804222-5	4222	sublemma	597	597
10804222-6	4222	sublemma	597	597
10804222-7	4222	sublemma	597	597
10804222-8	4222	sublemma	597	597
10804222-9	4222	sublemma	597	598
10804223-0	4223	head	598	598
10804223-1	4223	sublemma	598	598
10804223-2	4223	sublemma	598	598
10804223-3	4223	sublemma	598	598
10804223-4	4223	sublemma	598	598
10804223-5	4223	sublemma	598	598
10804223-6	4223	sublemma	598	598
10804223-7	4223	sublemma	598	598
10804223-8	4223	sublemma	598	598
10804223-9	4223	sublemma	598	598
10804223-10	4223	sublemma	598	598
10804224-0	4224	head	598	598
10804224-1	4224	sublemma	598	598
10804225-0	4225	head	598	598
10804225-1	4225	sublemma	598	598
10804226-0	4226	head	598	598
10804226-1	4226	sublemma	598	598
10804227-0	4227	head	598	598
10804227-1	4227	sublemma	598	598
10804228-0	4228	head	598	598
10804228-1	4228	sublemma	598	598
10804229-0	4229	head	598	598
10804229-1	4229	sublemma	598	598
10804229-2	4229	sublemma	598	598
10804229-3	4229	sublemma	598	599
10804229-4	4229	sublemma	599	599
10804230-0	4230	head	599	599
10804230-1	4230	sublemma	599	599
10804230-2	4230	sublemma	599	599
10804230-3	4230	sublemma	599	599
10804230-4	4230	sublemma	599	599
10804231-0	4231	head	599	599
10804231-1	4231	sublemma	599	599
10804231-2	4231	sublemma	599	599
10804231-3	4231	sublemma	599	599
10804231-4	4231	sublemma	599	599
10804232-0	4232	head	599	599
10804232-1	4232	sublemma	599	599
10804232-2	4232	sublemma	599	599
10804232-3	4232	sublemma	599	599
10804233-0	4233	head	599	599
10804233-1	4233	sublemma	599	599
10804233-2	4233	sublemma	599	599
10804234-0	4234	head	599	599
10804234-1	4234	sublemma	599	600
10804234-2	4234	sublemma	600	600
10804234-3	4234	sublemma	600	600
10804234-4	4234	sublemma	600	600
10804235-0	4235	head	600	600
10804235-1	4235	sublemma	600	600
10804236-0	4236	head	600	600
10804236-1	4236	sublemma	600	600
10804236-2	4236	sublemma	600	600
10804236-3	4236	sublemma	600	600
10804236-4	4236	sublemma	600	600
10804236-5	4236	sublemma	600	600
10804237-0	4237	head	600	600
10804237-1	4237	sublemma	600	600
10804238-0	4238	head	600	600
10804238-1	4238	sublemma	600	600
10804239-0	4239	head	600	600
10804239-1	4239	sublemma	600	600
10804240-0	4240	head	600	600
10804240-1	4240	sublemma	600	600
10804240-2	4240	sublemma	600	600
10804241-0	4241	head	600	600
10804241-1	4241	sublemma	601	601
10804242-0	4242	head	601	601
10804242-1	4242	sublemma	601	601
10804242-2	4242	sublemma	601	601
10804243-0	4243	head	601	601
10804243-1	4243	sublemma	601	601
10804244-0	4244	head	601	601
10804244-1	4244	sublemma	601	601
10804244-2	4244	sublemma	601	601
10804245-0	4245	head	601	601
10804245-1	4245	sublemma	601	601
10804246-0	4246	head	601	601
10804246-1	4246	sublemma	601	601
10804246-2	4246	sublemma	601	601
10804246-3	4246	sublemma	601	601
10804247-0	4247	head	601	601
10804247-1	4247	sublemma	601	601
10804247-2	4247	sublemma	601	601
10804248-0	4248	head	601	601
10804248-1	4248	sublemma	601	601
10804249-0	4249	head	601	601
10804249-1	4249	sublemma	601	601
10804250-0	4250	head	601	601
10804250-1	4250	sublemma	601	601
10804251-0	4251	head	601	601
10804251-1	4251	sublemma	601	601
10804251-2	4251	sublemma	601	601
10804252-0	4252	head	601	601
10804252-1	4252	sublemma	601	602
10804252-2	4252	sublemma	602	602
10804252-3	4252	sublemma	602	602
10804253-0	4253	head	602	602
10804253-1	4253	sublemma	602	602
10804254-0	4254	head	602	602
10804254-1	4254	sublemma	602	602
10804255-0	4255	head	602	602
10804255-1	4255	sublemma	602	602
10804256-0	4256	head	602	602
10804256-1	4256	sublemma	602	602
10804257-0	4257	head	602	602
10804257-1	4257	sublemma	602	602
10804258-0	4258	head	602	602
10804258-1	4258	sublemma	602	602
10804258-2	4258	sublemma	602	602
10804258-3	4258	sublemma	602	602
10804259-0	4259	head	602	602
10804259-1	4259	sublemma	602	602
10804260-0	4260	head	602	602
10804260-1	4260	sublemma	602	603
10804260-2	4260	sublemma	603	603
10804260-3	4260	sublemma	603	603
10804260-4	4260	sublemma	603	603
10804260-5	4260	sublemma	603	603
10804260-6	4260	sublemma	603	603
10804260-7	4260	sublemma	603	603
10804260-8	4260	sublemma	603	603
10804260-9	4260	sublemma	603	603
10804260-10	4260	sublemma	603	603
10804260-11	4260	sublemma	603	603
10804260-12	4260	sublemma	603	603
10804260-13	4260	sublemma	603	603
10804260-14	4260	sublemma	603	603
10804260-15	4260	sublemma	603	603
10804260-16	4260	sublemma	603	603
10804260-17	4260	sublemma	603	603
10804261-0	4261	head	603	603
10804261-1	4261	sublemma	603	603
10804262-0	4262	head	603	603
10804262-1	4262	sublemma	603	603
10804262-2	4262	sublemma	603	603
10804263-0	4263	head	603	603
10804263-1	4263	sublemma	604	604
10804264-0	4264	head	604	604
10804264-1	4264	sublemma	604	604
10804265-0	4265	head	604	604
10804265-1	4265	sublemma	604	604
10804266-0	4266	head	604	604
10804266-1	4266	sublemma	604	604
10804266-2	4266	sublemma	604	604
10804267-0	4267	head	604	604
10804267-1	4267	sublemma	604	604
10804268-0	4268	head	604	604
10804268-1	4268	sublemma	604	604
10804268-2	4268	sublemma	604	604
10804268-3	4268	sublemma	604	604
10804268-4	4268	sublemma	604	604
10804269-0	4269	head	604	604
10804269-1	4269	sublemma	604	604
10804269-2	4269	sublemma	604	604
10804270-0	4270	head	604	604
10804270-1	4270	sublemma	604	604
10804271-0	4271	head	604	604
10804271-1	4271	sublemma	604	604
10804272-0	4272	head	604	604
10804272-1	4272	sublemma	604	604
10804272-2	4272	sublemma	604	605
10804272-3	4272	sublemma	605	605
10804272-4	4272	sublemma	605	605
10804272-5	4272	sublemma	605	605
10804272-6	4272	sublemma	605	605
10804273-0	4273	head	605	605
10804273-1	4273	sublemma	605	605
10804274-0	4274	head	605	605
10804274-1	4274	sublemma	605	605
10804275-0	4275	head	605	605
10804275-1	4275	sublemma	605	605
10804276-0	4276	head	605	605
10804276-1	4276	sublemma	605	605
10804277-0	4277	head	605	605
10804277-1	4277	sublemma	605	605
10804277-2	4277	sublemma	605	605
10804277-3	4277	sublemma	605	605
10804277-4	4277	sublemma	605	605
10804278-0	4278	head	605	605
10804278-1	4278	sublemma	605	605
10804278-2	4278	sublemma	605	605
10804278-3	4278	sublemma	605	605
10804279-0	4279	head	605	605
10804279-1	4279	sublemma	605	605
10804280-0	4280	head	605	605
10804280-1	4280	sublemma	605	605
10804281-0	4281	head	605	606
10804281-1	4281	sublemma	606	606
10804282-0	4282	head	606	606
10804282-1	4282	sublemma	606	606
10804283-0	4283	head	606	606
10804283-1	4283	sublemma	606	606
10804284-0	4284	head	606	606
10804284-1	4284	sublemma	606	606
10804285-0	4285	head	606	606
10804285-1	4285	sublemma	606	606
10804286-0	4286	head	606	606
10804286-1	4286	sublemma	606	606
10804287-0	4287	head	606	606
10804287-1	4287	sublemma	606	606
10804287-2	4287	sublemma	606	606
10804288-0	4288	head	606	606
10804288-1	4288	sublemma	606	606
10804289-0	4289	head	606	606
10804289-1	4289	sublemma	606	606
10804289-2	4289	sublemma	606	606
10804289-3	4289	sublemma	606	606
10804290-0	4290	head	606	606
10804290-1	4290	sublemma	606	606
10804290-2	4290	sublemma	606	606
10804290-3	4290	sublemma	606	607
10804290-4	4290	sublemma	607	607
10804290-5	4290	sublemma	607	607
10804290-6	4290	sublemma	607	607
10804291-0	4291	head	607	607
10804291-1	4291	sublemma	607	607
10804292-0	4292	head	607	607
10804292-1	4292	sublemma	607	607
10804293-0	4293	head	607	607
10804293-1	4293	sublemma	607	607
10804293-2	4293	sublemma	607	607
10804293-3	4293	sublemma	607	607
10804293-4	4293	sublemma	607	607
10804294-0	4294	head	607	607
10804294-1	4294	sublemma	607	607
10804295-0	4295	head	607	607
10804295-1	4295	sublemma	607	607
10804296-0	4296	head	607	607
10804296-1	4296	sublemma	607	607
10804297-0	4297	head	607	607
10804297-1	4297	sublemma	607	607
10804297-2	4297	sublemma	607	607
10804297-3	4297	sublemma	607	607
10804297-4	4297	sublemma	607	607
10804297-5	4297	sublemma	607	607
10804297-6	4297	sublemma	607	607
10804297-7	4297	sublemma	607	607
10804297-8	4297	sublemma	607	608
10804297-9	4297	sublemma	608	608
10804297-10	4297	sublemma	608	608
10804297-11	4297	sublemma	608	608
10804297-12	4297	sublemma	608	608
10804297-13	4297	sublemma	608	608
10804297-14	4297	sublemma	608	608
10804297-15	4297	sublemma	608	608
10804298-0	4298	head	608	608
10804298-1	4298	sublemma	608	608
10804299-0	4299	head	608	608
10804299-1	4299	sublemma	608	608
10804299-2	4299	sublemma	608	608
10804299-3	4299	sublemma	608	609
10804299-4	4299	sublemma	609	609
10804300-0	4300	head	609	609
10804300-1	4300	sublemma	609	609
10804301-0	4301	head	609	609
10804301-1	4301	sublemma	609	609
10804302-0	4302	head	609	609
10804302-1	4302	sublemma	609	609
10804302-2	4302	sublemma	609	609
10804302-3	4302	sublemma	609	609
10804303-0	4303	head	609	609
10804303-1	4303	sublemma	609	609
10804304-0	4304	head	609	609
10804304-1	4304	sublemma	609	609
10804305-0	4305	head	609	609
10804305-1	4305	sublemma	609	609
10804306-0	4306	head	609	609
10804306-1	4306	sublemma	609	609
10804307-0	4307	head	609	609
10804307-1	4307	sublemma	609	609
10804308-0	4308	head	609	609
10804308-1	4308	sublemma	609	609
10804308-2	4308	sublemma	609	609
10804308-3	4308	sublemma	609	609
10804309-0	4309	head	609	609
10804309-1	4309	sublemma	609	609
10804310-0	4310	head	609	609
10804310-1	4310	sublemma	609	609
10804310-2	4310	sublemma	609	610
10804311-0	4311	head	610	610
10804311-1	4311	sublemma	610	610
10804312-0	4312	head	610	610
10804312-1	4312	sublemma	610	610
10804312-2	4312	sublemma	610	610
10804313-0	4313	head	610	610
10804313-1	4313	sublemma	610	610
10804314-0	4314	head	610	610
10804314-1	4314	sublemma	610	610
10804315-0	4315	head	610	610
10804315-1	4315	sublemma	610	610
10804316-0	4316	head	610	610
10804316-1	4316	sublemma	610	610
10804317-0	4317	head	610	610
10804317-1	4317	sublemma	610	610
10804318-0	4318	head	610	610
10804318-1	4318	sublemma	610	610
10804318-2	4318	sublemma	610	610
10804319-0	4319	head	610	610
10804319-1	4319	sublemma	610	610
10804320-0	4320	head	610	610
10804320-1	4320	sublemma	610	610
10804321-0	4321	head	610	610
10804321-1	4321	sublemma	610	610
10804321-2	4321	sublemma	610	610
10804322-0	4322	head	611	611
10804322-1	4322	sublemma	611	611
10804322-2	4322	sublemma	611	611
10804323-0	4323	head	611	611
10804323-1	4323	sublemma	611	611
10804324-0	4324	head	611	611
10804324-1	4324	sublemma	611	611
10804325-0	4325	head	611	611
10804325-1	4325	sublemma	611	611
10804326-0	4326	head	611	611
10804326-1	4326	sublemma	611	611
10804327-0	4327	head	611	611
10804327-1	4327	sublemma	611	611
10804328-0	4328	head	611	611
10804328-1	4328	sublemma	611	611
10804328-2	4328	sublemma	611	611
10804328-3	4328	sublemma	611	611
10804329-0	4329	head	611	611
10804329-1	4329	sublemma	611	611
10804330-0	4330	head	611	611
10804330-1	4330	sublemma	611	611
10804330-2	4330	sublemma	611	611
10804330-3	4330	sublemma	611	611
10804331-0	4331	head	611	611
10804331-1	4331	sublemma	611	611
10804332-0	4332	head	611	611
10804332-1	4332	sublemma	611	611
10804332-2	4332	sublemma	611	611
10804332-3	4332	sublemma	611	611
10804332-4	4332	sublemma	611	611
10804332-5	4332	sublemma	611	611
10804333-0	4333	head	611	612
10804333-1	4333	sublemma	612	612
10804333-2	4333	sublemma	612	612
10804333-3	4333	sublemma	612	612
10804334-0	4334	head	612	612
10804334-1	4334	sublemma	612	612
10804335-0	4335	head	612	612
10804335-1	4335	sublemma	612	612
10804336-0	4336	head	612	612
10804336-1	4336	sublemma	612	612
10804336-2	4336	sublemma	612	612
10804337-0	4337	head	612	612
10804337-1	4337	sublemma	612	612
10804338-0	4338	head	612	612
10804338-1	4338	sublemma	612	612
10804338-2	4338	sublemma	612	612
10804339-0	4339	head	612	612
10804339-1	4339	sublemma	612	612
10804340-0	4340	head	612	612
10804340-1	4340	sublemma	612	612
10804341-0	4341	head	612	612
10804341-1	4341	sublemma	612	612
10804341-2	4341	sublemma	612	612
10804342-0	4342	head	612	613
10804342-1	4342	sublemma	613	613
10804342-2	4342	sublemma	613	613
10804343-0	4343	head	613	613
10804343-1	4343	sublemma	613	613
10804344-0	4344	head	613	613
10804344-1	4344	sublemma	613	613
10804345-0	4345	head	613	613
10804345-1	4345	sublemma	613	613
10804346-0	4346	head	613	613
10804346-1	4346	sublemma	613	613
10804347-0	4347	head	613	613
10804347-1	4347	sublemma	613	613
10804348-0	4348	head	613	613
10804348-1	4348	sublemma	613	613
10804349-0	4349	head	613	613
10804349-1	4349	sublemma	613	613
10804350-0	4350	head	613	613
10804350-1	4350	sublemma	613	613
10804351-0	4351	head	613	613
10804351-1	4351	sublemma	613	613
10804351-2	4351	sublemma	613	613
10804351-3	4351	sublemma	613	613
10804351-4	4351	sublemma	613	614
10804351-5	4351	sublemma	614	614
10804352-0	4352	head	614	614
10804352-1	4352	sublemma	614	614
10804353-0	4353	head	614	614
10804353-1	4353	sublemma	614	614
10804353-2	4353	sublemma	614	614
10804353-3	4353	sublemma	614	614
10804354-0	4354	head	614	614
10804354-1	4354	sublemma	614	614
10804355-0	4355	head	614	614
10804355-1	4355	sublemma	614	614
10804356-0	4356	head	614	614
10804356-1	4356	sublemma	614	614
10804357-0	4357	head	614	614
10804357-1	4357	sublemma	614	614
10804358-0	4358	head	614	614
10804358-1	4358	sublemma	614	614
10804359-0	4359	head	614	614
10804359-1	4359	sublemma	614	614
10804360-0	4360	head	614	614
10804360-1	4360	sublemma	614	614
10804361-0	4361	head	614	614
10804361-1	4361	sublemma	614	614
10804362-0	4362	head	614	614
10804362-1	4362	sublemma	614	614
10804362-2	4362	sublemma	614	614
10804362-3	4362	sublemma	614	614
10804363-0	4363	head	614	614
10804363-1	4363	sublemma	614	614
10804363-2	4363	sublemma	614	614
10804363-3	4363	sublemma	614	614
10804363-4	4363	sublemma	615	615
10804364-0	4364	head	615	615
10804364-1	4364	sublemma	615	615
10804364-2	4364	sublemma	615	615
10804364-3	4364	sublemma	615	615
10804365-0	4365	head	615	615
10804365-1	4365	sublemma	615	615
10804366-0	4366	head	615	615
10804366-1	4366	sublemma	615	615
10804367-0	4367	head	615	615
10804367-1	4367	sublemma	615	615
10804367-2	4367	sublemma	615	615
10804367-3	4367	sublemma	615	615
10804367-4	4367	sublemma	615	615
10804368-0	4368	head	615	615
10804368-1	4368	sublemma	615	615
10804369-0	4369	head	615	615
10804369-1	4369	sublemma	615	615
10804370-0	4370	head	615	615
10804370-1	4370	sublemma	615	615
10804371-0	4371	head	616	616
10804371-1	4371	sublemma	616	616
10804372-0	4372	head	616	616
10804372-1	4372	sublemma	616	616
10804373-0	4373	head	616	616
10804373-1	4373	sublemma	616	616
10804374-0	4374	head	616	616
10804374-1	4374	sublemma	616	616
10804374-2	4374	sublemma	616	616
10804374-3	4374	sublemma	616	616
10804375-0	4375	head	616	616
10804375-1	4375	sublemma	616	616
10804375-2	4375	sublemma	616	616
10804376-0	4376	head	616	616
10804376-1	4376	sublemma	616	616
10804377-0	4377	head	616	616
10804377-1	4377	sublemma	616	616
10804378-0	4378	head	616	616
10804378-1	4378	sublemma	616	616
10804379-0	4379	head	617	617
10804379-1	4379	sublemma	617	617
10804380-0	4380	head	617	617
10804380-1	4380	sublemma	617	617
10804381-0	4381	head	617	617
10804381-1	4381	sublemma	617	617
10804382-0	4382	head	617	617
10804382-1	4382	sublemma	617	617
10804382-2	4382	sublemma	617	617
10804383-0	4383	head	617	617
10804383-1	4383	sublemma	617	617
10804384-0	4384	head	617	617
10804384-1	4384	sublemma	617	617
10804385-0	4385	head	617	617
10804385-1	4385	sublemma	617	617
10804386-0	4386	head	617	617
10804386-1	4386	sublemma	617	617
10804387-0	4387	head	617	617
10804387-1	4387	sublemma	617	617
10804388-0	4388	head	617	617
10804388-1	4388	sublemma	617	617
10804388-2	4388	sublemma	617	617
10804389-0	4389	head	617	617
10804389-1	4389	sublemma	617	617
10804390-0	4390	head	617	617
10804390-1	4390	sublemma	617	617
10804390-2	4390	sublemma	618	618
10804390-3	4390	sublemma	618	618
10804390-4	4390	sublemma	618	618
10804391-0	4391	head	618	618
10804391-1	4391	sublemma	618	618
10804392-0	4392	head	618	618
10804392-1	4392	sublemma	618	618
10804393-0	4393	head	618	618
10804393-1	4393	sublemma	618	618
10804394-0	4394	head	618	618
10804394-1	4394	sublemma	618	618
10804395-0	4395	head	618	618
10804395-1	4395	sublemma	618	618
10804396-0	4396	head	618	618
10804396-1	4396	sublemma	618	618
10804397-0	4397	head	618	618
10804397-1	4397	sublemma	618	618
10804398-0	4398	head	618	618
10804398-1	4398	sublemma	618	618
10804398-2	4398	sublemma	618	618
10804399-0	4399	head	618	618
10804399-1	4399	sublemma	618	618
10804400-0	4400	head	618	618
10804400-1	4400	sublemma	618	618
10804400-2	4400	sublemma	618	618
10804401-0	4401	head	618	619
10804401-1	4401	sublemma	619	619
10804402-0	4402	head	619	619
10804402-1	4402	sublemma	619	619
10804402-2	4402	sublemma	619	619
10804402-3	4402	sublemma	619	619
10804403-0	4403	head	619	619
10804403-1	4403	sublemma	619	619
10804403-2	4403	sublemma	619	619
10804403-3	4403	sublemma	619	619
10804403-4	4403	sublemma	619	619
10804404-0	4404	head	619	619
10804404-1	4404	sublemma	619	619
10804405-0	4405	head	619	619
10804405-1	4405	sublemma	619	619
10804406-0	4406	head	619	619
10804406-1	4406	sublemma	619	619
10804407-0	4407	head	619	619
10804407-1	4407	sublemma	619	619
10804407-2	4407	sublemma	619	619
10804408-0	4408	head	619	619
10804408-1	4408	sublemma	619	619
10804409-0	4409	head	619	619
10804409-1	4409	sublemma	619	619
10804410-0	4410	head	619	619
10804410-1	4410	sublemma	619	619
10804411-0	4411	head	619	619
10804411-1	4411	sublemma	619	619
10804412-0	4412	head	620	620
10804412-1	4412	sublemma	620	620
10804413-0	4413	head	620	620
10804413-1	4413	sublemma	620	620
10804413-2	4413	sublemma	620	620
10804414-0	4414	head	620	620
10804414-1	4414	sublemma	620	620
10804415-0	4415	head	620	620
10804415-1	4415	sublemma	620	620
10804416-0	4416	head	620	620
10804416-1	4416	sublemma	620	620
10804417-0	4417	head	620	620
10804417-1	4417	sublemma	620	620
10804418-0	4418	head	620	620
10804418-1	4418	sublemma	620	620
10804419-0	4419	head	620	620
10804419-1	4419	sublemma	620	620
10804420-0	4420	head	620	620
10804420-1	4420	sublemma	620	620
10804420-2	4420	sublemma	620	620
10804420-3	4420	sublemma	620	620
10804420-4	4420	sublemma	620	620
10804420-5	4420	sublemma	620	620
10804420-6	4420	sublemma	620	621
10804421-0	4421	head	621	621
10804421-1	4421	sublemma	621	621
10804422-0	4422	head	621	621
10804422-1	4422	sublemma	621	621
10804423-0	4423	head	621	621
10804423-1	4423	sublemma	621	621
10804424-0	4424	head	621	621
10804424-1	4424	sublemma	621	621
10804425-0	4425	head	621	621
10804425-1	4425	sublemma	621	621
10804426-0	4426	head	621	621
10804426-1	4426	sublemma	621	621
10804427-0	4427	head	621	621
10804427-1	4427	sublemma	621	621
10804427-2	4427	sublemma	621	621
10804427-3	4427	sublemma	621	621
10804427-4	4427	sublemma	621	621
10804427-5	4427	sublemma	621	621
10804427-6	4427	sublemma	621	622
10804427-7	4427	sublemma	622	622
10804427-8	4427	sublemma	622	622
10804428-0	4428	head	622	622
10804428-1	4428	sublemma	622	622
10804428-2	4428	sublemma	622	622
10804428-3	4428	sublemma	622	622
10804428-4	4428	sublemma	622	622
10804429-0	4429	head	622	622
10804429-1	4429	sublemma	622	622
10804430-0	4430	head	622	622
10804430-1	4430	sublemma	622	622
10804431-0	4431	head	622	622
10804431-1	4431	sublemma	622	622
10804432-0	4432	head	622	622
10804432-1	4432	sublemma	622	622
10804432-2	4432	sublemma	622	622
10804432-3	4432	sublemma	622	622
10804433-0	4433	head	622	622
10804433-1	4433	sublemma	622	622
10804434-0	4434	head	622	622
10804434-1	4434	sublemma	622	622
10804434-2	4434	sublemma	622	622
10804434-3	4434	sublemma	622	623
10804435-0	4435	head	623	623
10804435-1	4435	sublemma	623	623
10804435-2	4435	sublemma	623	623
10804435-3	4435	sublemma	623	623
10804435-4	4435	sublemma	623	623
10804435-5	4435	sublemma	623	623
10804436-0	4436	head	623	623
10804436-1	4436	sublemma	623	623
10804437-0	4437	head	623	623
10804437-1	4437	sublemma	623	623
10804437-2	4437	sublemma	623	623
10804437-3	4437	sublemma	623	623
10804437-4	4437	sublemma	623	623
10804438-0	4438	head	623	623
10804438-1	4438	sublemma	623	623
10804439-0	4439	head	623	623
10804439-1	4439	sublemma	623	623
10804440-0	4440	head	623	623
10804440-1	4440	sublemma	623	623
10804441-0	4441	head	624	624
10804441-1	4441	sublemma	624	624
10804442-0	4442	head	624	624
10804442-1	4442	sublemma	624	624
10804443-0	4443	head	624	624
10804443-1	4443	sublemma	624	624
10804444-0	4444	head	624	624
10804444-1	4444	sublemma	624	624
10804445-0	4445	head	624	624
10804445-1	4445	sublemma	624	624
10804445-2	4445	sublemma	624	624
10804446-0	4446	head	624	624
10804446-1	4446	sublemma	624	624
10804447-0	4447	head	624	624
10804447-1	4447	sublemma	624	624
10804448-0	4448	head	624	624
10804448-1	4448	sublemma	624	624
10804449-0	4449	head	624	624
10804449-1	4449	sublemma	624	624
10804449-2	4449	sublemma	624	624
10804450-0	4450	head	624	624
10804450-1	4450	sublemma	624	624
10804451-0	4451	head	625	625
10804451-1	4451	sublemma	625	625
10804451-2	4451	sublemma	625	625
10804451-3	4451	sublemma	625	625
10804451-4	4451	sublemma	625	625
10804451-5	4451	sublemma	625	625
10804452-0	4452	head	625	625
10804452-1	4452	sublemma	625	625
10804452-2	4452	sublemma	625	625
10804453-0	4453	head	625	625
10804453-1	4453	sublemma	625	625
10804454-0	4454	head	625	625
10804454-1	4454	sublemma	625	625
10804454-2	4454	sublemma	625	625
10804454-3	4454	sublemma	625	625
10804455-0	4455	head	625	625
10804455-1	4455	sublemma	625	625
10804456-0	4456	head	625	625
10804457-0	4457	head	625	625
10804457-1	4457	sublemma	625	625
10804458-0	4458	head	625	625
10804458-1	4458	sublemma	625	625
10804458-2	4458	sublemma	625	626
10804459-0	4459	head	626	626
10804459-1	4459	sublemma	626	626
10804460-0	4460	head	626	626
10804460-1	4460	sublemma	626	626
10804461-0	4461	head	626	626
10804461-1	4461	sublemma	626	626
10804461-2	4461	sublemma	626	626
10804461-3	4461	sublemma	626	626
10804462-0	4462	head	626	626
10804462-1	4462	sublemma	626	626
10804463-0	4463	head	626	626
10804463-1	4463	sublemma	626	626
10804463-2	4463	sublemma	626	626
10804464-0	4464	head	626	626
10804464-1	4464	sublemma	626	626
10804464-2	4464	sublemma	626	626
10804464-3	4464	sublemma	626	626
10804464-4	4464	sublemma	626	626
10804464-5	4464	sublemma	626	626
10804464-6	4464	sublemma	627	627
10804464-7	4464	sublemma	627	627
10804465-0	4465	head	627	627
10804465-1	4465	sublemma	627	627
10804466-0	4466	head	627	627
10804466-1	4466	sublemma	627	627
10804467-0	4467	head	627	627
10804467-1	4467	sublemma	627	627
10804468-0	4468	head	627	627
10804468-1	4468	sublemma	627	627
10804469-0	4469	head	627	627
10804469-1	4469	sublemma	627	627
10804470-0	4470	head	627	627
10804470-1	4470	sublemma	627	627
10804470-2	4470	sublemma	627	627
10804470-3	4470	sublemma	627	627
10804471-0	4471	head	627	627
10804471-1	4471	sublemma	627	627
10804472-0	4472	head	627	627
10804472-1	4472	sublemma	627	627
10804473-0	4473	head	627	627
