page	entry	sub_id	is_head	score	status	scan	text_position	match_rel_start	match_rel_end	candidate_entries	detected_header_entry	reviewed	review_note	ocr_last_lines	xml_sublemma_preview
453	3109	10803109-2	0	96.49	ok	H4 6481 (8,1_0523.jpg	continues	0.148	0.320	3108|3109|3110		0		(Kreessen.) et al. s. Martini Car- pen. Colen. dioc. eccl. can. c. re-	fam. pape cui s. d. 24. nov. 58 de uno b. Marie Reessen. Kreessen. et al. s. Martini Carpen. Colon. dioc. eccl. can. c. reserv. preb. prov. fuit et postea ad coll. prep. etc. s. Lebuini Davantrien. Davantren. et s. <Martini> Embricen. Traiect. dioc. eccl. mutatum: de prerog. fam. pape acsi temp. assumptionis pape fam. pape fuisset 3. mart. 1463 S 561 238rs , V 509 111rs .
454	3111	10803111-12	0	94.59	ok	H4 6481 (8,1_0524.jpg	ends-here	0.837	0.996	3110|3111|3112		0		prov. fuit 25. mart. 64 L 597A 176°-177".	motu pr. reserv. pens. ann. 10 m. arg. sup. fruct. prepos. eccl. Eistet. de assensu Henrici Johannis de Werttemberg cui motu pr. de prepos. ac can. et preb. d. eccl. vacat. p. prom. Wilhelmi de Reichenaw el. Eistet. prov. fuit 25. mart. 1464 L 597A 176r-177v .
455	3116	10803116-0	1	64.52	ok	H4 6481 (8,1_0525.jpg	ends-here	0.811	1.000	3115|3116|3117		0		par. fecit et dotavit: de indulg. reparari	Johannes Johannis laic. Traiect. dioc. qui capel. s. Johannis bapt. in par. eccl. de Novavlissing d. dioc. reparari fecit et dotavit
456	3123	10803123-2	0	97.62	ok	H4 6481 (8,1_0526.jpg	ends-here	0.835	0.996	3122|3123|3124		0		fact. et ref. desup., sola sign. s. d. S 560 276".	Johannis Johannis et Albertus de Xansen : motu pr. de cass. resign. archidiac. Gneznen. , scolastr. Wladislav. ac can. et preb. Cracov. et Poznan. eccl. p. Johannem Lutkonis de Bezesenne archidiac. Gneznen. in favorem Johannis et Alberti fact. et ref. desup. , sola sign. s. d. S 560 276r .
457	3132	10803132-1	0	81.55	ok	H4 6481 (8,1_0527.jpg	starts-here	0.000	0.442	3131|3132|3133		0		dioc., mag. in theol.: motu pr. re- cip. in cap. pape et sed. ap. ac lic.	motu pr. recip. in cap. pape et sed. ap. ac lic. recip. unum benef. c. lic. perm. 24. sept. 1461 V 516 199vs .
458	3143	10803143-2	0	91.07	ok	H4 6481 (8,1_0528.jpg	ends-here	0.814	0.982	3142|3143|3144		0		sidet et pens. ann. 12 1. Tur. p. ut supra 10. oct. 58 L 542 - de	m. confer. alteram capn. eccl. s. Pauli prope eccl. Meten. 10 l. T. p. vac. p. resign. Johannis Jaqueti de Yvodio p. Hugonem Mathie can. Meten. procur. eius fact. , n. o. prov. de par. eccl. s. Martini ante op. de Marsallis Meten. dioc. 24 ac de can. et preb. eccl. s. Petri ad Ymagines Meten. 10 quos n. possidet et pens. ann. 12 l. T. p. ut supra 10. oct. 1458 L 542 269vss .
459	3149	10803149-1	0	95.92	ok	H4 6481 (8,1_0529.jpg	ends-here	0.630	0.986	3148|3149|3150		0		arg. p.) vac. p. o. Helvici Fabri 11. mart. 61 S 533 60's.	de nova prov. de alt. s. c. s. Anne sup. ossorio par. eccl. s. Agathe Asschaffenburg. d. dioc. 3 m. arg. p. vac. p. o. Helvici Fabri 11. mart. 1461 S 533 60rs .
460	3159	10803159-0	1	96.06	ok	H4 6481 (8,1_0530.jpg	starts-here	0.000	0.381	3158|3159|3160	3159	0	correctly matched head of entry 3159	3159 Johannes Lapicide cler. Magunt. dioc. qui vig. disp. sup. def. nat. (p.	Johannes Lapicide cler. Magunt. dioc. qui vig. disp. sup. def. nat. p. s. et gr. expect. par. eccl. in Dorlen ad coll. prep. etc. s. Petri Fryzlarien d. dioc. 2 m. arg. assec. extitit
461	3170	10803170-1	0	100.00	ok	H4 6481 (8,1_0531.jpg	continues	0.647	0.786	3169|3170|3171		0		Georgii Colon. ac par. eccl. in Stummel d. dioc. (simul 10 m.	de can. et preb. colleg. eccl. s. Severini Colon. 4 m. arg. < p. > vacat. p. resign. Johannis de Castelliono Castellione < p. Paulum de Gherisheim presb. Colon. procur. eius hodie fact. > qui eos tunc vac. p. o. Gerardi de Dorsten acc. vig. gr. expect. , n. o. can. et preb. colleg. eccl. s. Georgii Colon. ac par. eccl. in Stummel d. dioc. simul 10 m. arg. que possidet 16. sept. 1458 S 510 11vs ., L 541 33v-35r , conc. s. d. 4. sept. 58 V 500 7v .
462	3172	10803172-8	0	68.82	ok	H4 6481 (8,1_0532.jpg	starts-here	0.000	0.088	3171|3172|3173		0		preb. (10 m. arg.) 26. mai. 63 L 582 Colon. dioc., B[esarionis] ep. Tus-	cler. Colon. dioc. , B[esarionis] ep. Tusculan. card. Nicenii fam. : de par. eccl. sive person. c. c. in Bortich Colon. dioc. 12 m. arg. vac. p. o. Goswini de Broesteden sive p. n. prom. Johannis de Lyns cler. illam p. an. et amplius possidens, n. o. can. et preb. eccl. Ss. appl. Colon. 6 ac s. Florini Confluen. Trever. dioc. 10 quos n. possidet necnon s. Andree Colon. eccl. 8 m. arg. litig. nec etiam possidet 23. iun. 1463 S 564 83vs .
463	3173	10803173-8	0	94.55	ok	H4 6481 (8,1_0533.jpg	ends-here	0.524	0.960	3172|3173|3174		0		Theoderici Wichmann cam. ap. succollect. 5. aug. 64S 575 (Sis:	de can. et preb. eccl. Verden. c. archidiac. Hitvelden. 10 m. arg. vac. p. o. Theoderici Wichmann cam. ap. succollect. 5. aug. 1464 S 575 113vs .
464	3184	10803184-2	0	100.00	ok	H4 6481 (8,1_0534.jpg	continues	0.419	0.673	3183|3184|3185		0		pens. ann. 17 fl. renen. boni auri et prov. p. al. litt. Johanni de Platea	can. eccl. s. Johannis Osnaburg. litig. in cur. contra Johannem de Platea cler. Osnaburg. leg. doct. : adm. cess. c. reserv. pens. ann. 17 fl. renen. boni auri et prov. p. al. litt. Johanni de Platea de decan. d. eccl. de quo tunc certo modo vac. sibi fuerat prov. 14. mai. 1463 L 590 250rss .
465	3191	10803191-0	1	93.75	ok	H4 6481 (8,1_0535.jpg	complete-on-page	0.000	1.000	3190|3191|3192		0		Jof{hannes] Lindow: |. b. (lic. elig. confess.) iun. 62 T 9 231"	Jo[hannes] Lindow
466	3195	10803195-13	0	100.00	ok	H4 6481 (8,1_0536.jpg	continues	0.237	0.695	3194|3195|3196		0		benef. ad coll. Herbip. et Bamberg. ep. etc. s. d. 24. nov. 58 motu pr.	prerog. fam. descript. in assec. 2 benef. ad coll. Herbip. et Bamberg. ep. etc. s. d. 24. nov. 58 motu pr. sibi conc. , gratis 4. iul. 1460 V 504 357vs .
467	3201	10803201-1	0	100.00	ok	H4 6481 (8,1_0537.jpg	continues	0.463	0.784	3200|3201|3202		0		necnon s. Catherine in Oppenhem Magunt. dioc. eccl, can. et preb. (4	de uno incompat. unac. decan. eccl. s. Petri e. m. Magunt. 8 m. arg. , n. o. Wormat. 10 ac d. s. Petri 8 necnon s. Catherine in Oppenhem Magunt. dioc. eccl. can. et preb. 4 m. arg. quos obtin. 11. decb. 1460 S 535 18vs .
468	3213	10803213-0	1	95.83	ok	H4 6481 (8,1_0538.jpg	complete-on-page	0.000	1.000	3212|3213|3214	3213	0	correctly matched head of entry 3213	3213 Jofhannes] Magistri Petri: 1. b. mart!	Jo[hannes] Magistri Petri
469	3225	10803225-0	1	100.00	ok	H4 6481 (8,1_0539.jpg	continues	0.140	0.401	3224|3225|3226		0		_ (al.) de Foussiel (Roussuel) rect. par. eccl. de Mauwey Meten. dioc.	Johannes Marescalli Marascalli al. de Foussiel Roussuel rect. par. eccl. de Mauwey Meten. dioc. 18 qui etiam can. et preb. eccl. Virdunen. 20 et perp. s. c. capn. ad alt. s. Bartholomei in eccl. s. Nicolai de Portu Tullen. dioc. 6 l. T. p. obtin.
470	3233	10803233-1	0	95.16	ok	H4 6481 (8,1_0540.jpg	ends-here	0.690	1.000	3232|3233|3234		0		StruB al. Lemli licent. in decr. as- sec. est 24. mai. 61 S 533 108’s.	de nova prov. de perp. vicar. capn. in eccl. s. Leonhardi e. m. Sancti Galli d. dioc. a nonnullis can. et preb. nunc. 5 m. arg. quam vac. p. priv. Heinrici Struß al. Lemli licent. in decr. assec. est 24. mai. 1461 S 533 108rs .
471	3244	10803244-1	0	88.24	ok	H4 6481 (8,1_0541.jpg	starts-here	0.000	0.459	3243|3244|3245		0		interfecit: m. absol. (datum No- rimberge Bamberg. dioc. p. Bessa-	m. absol. datum Norimberge Bamberg. dioc. p. Bessarionem in Alamania legatum 4. mart. 1460 Arm. 35.135 21r .
472	3256	10803256-2	0	100.00	ok	H4 6481 (8,1_0542.jpg	continues	0.671	0.838	3255|3256|3257		0		Leod. dioc. de iur. patron. laic. (3) ac vicar. ad alt. Omn. ss. in colleg.	dec. eccl. s. Adelberti urbis Aquen. Leod. dioc. : de commiss. uniendi can. et. preb. primo vacat. d. eccl. 3 m. arg. p. decanatui 1 m. arg. p. et de 2 incompat. , n. o. par. eccl. s. Stephani Inden. Colon. dioc. quam possidet ex disp. ap. 4 et vicar. ad alt. s. Petri in par. eccl. de Herlo Leod. dioc. de iur. patron. laic. 3 ac vicar. ad alt. Omn. ss. in colleg. eccl. b. Marie Aquen. d. dioc. 2 m. arg. p. 2. decb. 1460 S 534 108rss .
473	3266	10803266-1	0	100.00	ok	H4 6481 (8,1_0543.jpg	continues	0.528	0.732	3265|3266|3267		0		gent. ac can. et preb. in Tan d. dioc. ac par. eccl. in Bisseshem	de perp. s. c. capn. ad alt. s. Crucis in par. eccl. in Andola Andala Argent. dioc. 6 m. arg. vac. p. o. Conradi T h rach , n. o. perp. s. c. capn. in eccl. s. Petri iunior. Argent. ac can. et preb. in Tan d. dioc. ac par. eccl. in Bisseshem Bisseheim d. dioc. simul 32 m. arg. que obtin. 5. oct. 1458 S 510 31v , L 542 150rss .
474	3272	10803272-4	0	98.25	ok	H4 6481 (8,1_0546.jpg	ends-here	0.725	0.934	3271|3272|3273		0		nis m. reserv. d. prepos. (50 m. arg.) quovis modo vacat. 7. ian. 64	quem precibus dec. etc. eccl. s. Johannis Traiect. inclinatus David ep. Traiect. Theoderico de Wassenar prep. d. eccl. pape et sed. ap. not. in coadiutorem de consensu d. Th. constit. : supplic. dec. etc. d. eccl. s. Johannis m. reserv. d. prepos. 50 m. arg. quovis modo vacat. 7. ian. 1464 V 494 171r-172v .
475	3279	10803279-1	0	93.94	ok	H4 6481 (8,1_0547.jpg	ends-here	0.776	0.987	3278|3279|3280		0		de Rotenberg 27. ian. 63 S 560 20's.	de capn. ad alt. s. Nicolai in eccl. s. Katherine vulg. nunc. uff der langen brachen Magunt. dioc. 4 m. arg. vac. p. o. Johannis Petri de Rotenberg 27. ian. 1463 S 560 20rs .
476	3289	10803289-3	0	93.44	ok	H4 6481 (8,1_0548.jpg	continues	0.392	0.804	3288|3289|3290		0		d. dioc. (23 1. Tur. p.) quam possi- det ad 3 an. et de al. incompat. ad	Basil. dioc. , fam. pape: de al. incompat. unac. par. eccl. de Saffans d. dioc. 23 l. T. p. quam possidet ad 3 an. et de al. incompat. ad vitam 30. ian. 1462 S 548 257vs .
477	3300	10803300-0	1	100.00	ok	H4 6481 (8,1_0549.jpg	continues	0.225	0.659	3299|3300|3301		0		c. quo sup. def. nat. (s. mil., s.) et ad 2 benef. auct. concil. Basil. et	Johannes Mul presb. Trever. dioc. c. quo sup. def. nat. s. mil. , s. et ad 2 benef. auct. concil. Basil. et deinde ad quecumque benef. auct. ap. disp. extitit
478	3308	10803308-2	0	100.00	ok	H4 6481 (8,1_0550.jpg	continues	0.502	0.761	3307|3308|3309		0		miss. conf. concordiam inter se et rect. par. eccl. ut supra fact. sup.	et Johannes de Glimes Glimez < dom. loci Bergissuprazomam Leod. dioc. > domini temporal. et patron. op. et eccl. de Steenberghen: de commiss. conf. concordiam inter se et rect. par. eccl. ut supra fact. sup. perceptione decimarum 19. sept. 1458 S 512 41rs ., L 536 288rss .
479	3317	10803317-2	0	93.33	ok	H4 6481 (8,1_0551.jpg	continues	0.540	0.762	3316|3317|3318		0		iunior. cler. Vite dunen. dioc., n. o, Capel. s. Marie	de perp. s. c. capn. s. Stephani martir. in colleg. eccl. s. Marie Magdalene Virdunen. 6 l. T. p. vac. p. o. Nicolai Cormpelli iunior. cler. Virdunen. dioc. , n. o. capel. s. Marie Montis Trever. dioc. 4 l. T. p. 8. oct. 1461 S 545 28v .
480	3325	10803325-4	0	100.00	ok	H4 6481 (8,1_0552.jpg	continues	0.168	0.475	3324|3325|3326		0		Monte s. Gertrudis Leod. (dioc.) (4 m. arg.) vac. p. o. Hermanni de	de can. et preb. colleg. eccl. de Monte s. Gertrudis Leod. < dioc. > 4 m. arg. vac. p. o. Hermanni de Diick, n. o. ut supra Oesterzuwirch, Osterzubburch , Vo e ren 30. sept. 1458 S 515 171vs ., L 541 210vss .
481	3325	10803325-24	0	100.00	ok	H4 6481 (8,1_0553.jpg	continues	0.524	0.602	3324|3325|3326		0		Bartholomei et Dionisii in eccl. Traiect. sibi auct. ap. assign. nec-	de confic. litt. desup. quia clausula quod eius n. o. benef. habeantur pro expressis n. fuit signata c. express. n. o. can. et preb. eccl. s. Gertrudis necnon perp. vicar. sive capn. una in colleg. eccl. s. Martini de Vaeren Leod. dioc. , al. in b. Marie de Oesterzubburch, al. in claustro Middelburgen. de iur. patron. laic. , al. in de Salsa terre et al. in de Gats Traiect. dioc. par. eccl. simul 10 quos obtin. ac pens. ann. 10 fl. renen. sup. perp. vicar. ad alt. ss. Bartholomei et Dionisii in ...
482	3333	10803333-1	0	99.17	ok	H4 6481 (8,1_0554.jpg	starts-here	0.000	0.308	3332|3333|3334		0		de gr. Jo. pape et sed. ap. cap. con- sortio aggregare sibique conc.	de gr. Jo. pape et sed. ap. cap. consortio aggregare sibique conc. quod omnibus indulg. exempt. ac privil. p. Johannem XXII. et Clementem VI. cap. d. sed. conc. gaudere val. , fiat sine exempt. 10. oct. 1461 S 545 36r .
483	3340	10803340-3	0	96.55	ok	H4 6481 (8,1_0555.jpg	continues	0.315	0.673	3339|3340|3341		0		sup. annat., solv. 40 fl. adc. m. eiusdem Henrici), coll. 9. ian. 64 4.	oblig. p. Henricum Guerwen Guerben prep. Halberstad. sup. annat. , solv. 40 fl. adc. < p. m. eiusdem Henrici>, coll. 9. ian. 64 4. feb. 1464 A 14 253r , Q 1125 235v , IE 455 49v , IE 456 49v .
484	3351	10803351-1	0	67.39	ok	H4 6481 (8,1_0556.jpg	starts-here	0.000	0.378	3350|3351|3352		0		quo disp. fuit sup. def. nat. (s. s.): motu pr. prov. de 2 benef. ad coll.	motu pr. prov. de 2 benef. ad coll. Monast. et Lubic. ep. etc. 24. nov. 1458 V 510 194r-196r .
485	3357	10803357-4	0	98.31	ok	H4 6481 (8,1_0557.jpg	continues	0.362	0.629	3356|3357|3358		0		adc. p. m. de (Mathei) de Baron- cellis et soc. merc. Flor. 6. mai. 64	oblig. p. Antonium de Palacio merc. Florentin. sup. annat. Hisenheyn , Colck , solv. 200 fl. adc. p. m. de < Mathei> de Baroncellis et soc. merc. Flor. 6. mai. 64 Q 1125 267v , IE 455 77r , IE 456 77r , et d. Antonius habuit bullas 7. mai. 1464 A 15 44v .
486	3372	10803372-0	1	100.00	ok	H4 6481 (8,1_0558.jpg	ends-here	0.688	0.960	3371|3372|3373		0		decimis et bonis coram Johanne ep. Eistet. qui causam ad examen	Johannes Parsberg mil. Ratisbon. dioc. litig. contra Rupertum de Bavaria cler. admin. eccl. Ratisbon. in spirit. et temporal. p. sed. ap. deput. sup. quibusdam censibus, decimis et bonis coram Johanne ep. Eistet. qui causam ad examen remansit
487	3383	10803383-1	0	96.55	ok	H4 6481 (8,1_0559.jpg	continues	0.505	0.693	3382|3383|3384		0		Wolff litig. in cur. contra Erne- stum Nutage possessorem, n. 0.	de surrog. ad vicar. perp. in par. eccl. ss. Johannis ev. et bapt. in Salfelden d. dioc. 16 m. arg. p. vacat. p. cess. Gregorii Fewstritzer presb. qui desup. vac. p. o. Conradi Wolff litig. in cur. contra Ernestum Nutage possessorem, n. o. can. et preb. colleg. eccl. in Volkemarckt d. dioc. 8 m. quos obtin. 17. nov. 63 S 569 8rs ., s. d. I 329 205v .
488	3392	10803392-1	0	100.00	ok	H4 6481 (8,1_0560.jpg	continues	0.533	0.683	3391|3392|3393		0		contra Jacobum de Hoensteyn cler. d. dioc. qui Petrum de Hut	de prov. si neutri de capel. c. c. in Wetelendorff par. eccl. in Rumers h em d. dioc. annexa 6 m. arg. ad quam present. fuit archidiac. Trever. p. Valramum de Oedfeld presb. qui litig. coram d. archidiac. sup. d. par. eccl. contra Jacobum de Hoensteyn cler. d. dioc. qui Petrum de Hut cler. d. dioc. ad d. capel. d. archidiac. present. abba. inferioris Pranne o. s. Ben. collatrici d. par. eccl. 7. decb. 1462 S 560 174vs .
489	3399	10803399-2	0	97.01	ok	H4 6481 (8,1_0561.jpg	continues	0.385	0.743	3398|3399|3400		0		o. Alberti Galca de Calis in distric- tu Calisien. cam. ap. subcollect. c.	de confic. litt. prov. motu pr. de par. eccl. in Oppathowo Gneznen. dioc. vac. p. o. Alberti Galca de Calis in districtu Calisien. cam. ap. succollect. c. express. sui nominis proprii 21. iul. 1459 S 521 7r .
490	3406	10803406-2	0	98.39	ok	H4 6481 (8,1_0562.jpg	starts-here	0.026	0.142	3405|3406|3407		0		qui decan. eccl. s. Johannis Osna- burg. p. cess. Johannis Lichetrick	cler. Osnaburg. qui decan. eccl. s. Johannis Osnaburg. p. cess. Johannis Lichetrick al. Helling can. d. eccl. litig. contra Hermannum Melle qui d. decan. vacat. ex perm. p. Wibboldum Broiel can. et offic. Osnaburg. pro perp. vicar. ad alt. b. Marie in eccl. mon. monial. in Ozede o. s. Ben. Osnaburg. dioc. acc. coram mag. Bernardo Rovira aud. et postea mag. Gaspari de Theramo etiam aud. acc. : m. confer. d. decan. 7 m. arg. p. vac. p. o. Johannis Helling, Wilhelmi Lichtrick et Henrici Droghe , Ro ...
491	3410	10803410-0	1	98.44	ok	H4 6481 (8,1_0563.jpg	continues	0.283	0.575	3409|3410|3411		0		Henricum Flegell cler. qui gr. ex- pect. ad coll. abb. Sancti Maxini o.	Johannes Poderbach de Andernaco cler. Trever. dioc. litig. contra Henricum Flegell cler. qui gr. expect. ad coll. abb. Sancti Maxini o. s. Ben. d. dioc. habet coram dec. s. Florini Confluen. et ss. Martini et Severi Monstermeifelt d. dioc.
492	3416	10803416-1	0	98.31	ok	H4 6481 (8,1_0564.jpg	continues	0.414	0.704	3415|3416|3417		0		(Dominici) tit. s. Crucis in Jerusa- lem presb. card. Firmani vulg.	de can. et preb. eccl. Monast. 10 m. arg. vac. p. o. in cur. Bernardi Bartholomei Roede quond. < Dominici> tit. s. Crucis in Jerusalem presb. card. Firmani vulg. nunc. fam. 3. sept. 58 S 511 4vs ., L 541 24r-25v , conc. s. d. V 500 5r .
493	3421	10803421-1	0	100.00	ok	H4 6481 (8,1_0565.jpg	continues	0.590	0.782	3420|3421|3422		0		litig. in cur. ac par. eccl. s. Anne Cracov. (17 m. arg.) quam possidet	de nova prov. de perp. s. c. benef. ad alt. s. Johannis ev. in eccl. Cracov. 7 m. arg. vac. p. o. Jacobi Czanstoczkii quam acc. vig. gr. expect. Calisti III. , n. o. benef. s. c. ad alt. s. Bartholomei in eadem eccl. litig. in cur. ac par. eccl. s. Anne Cracov. 17 m. arg. quam possidet ac iur. in can. et preb. eccl. Wratislav. 7 m. arg. 21. oct. 1458 S 513 230rs .
494	3428	10803428-1	0	93.18	ok	H4 6481 (8,1_0566.jpg	ends-here	0.815	0.988	3427|3428|3429		0		Friderici sen. assec. est 27. iul. 62S 553) 270is:	de nova prov. de par. eccl. sive prepos. in Luchauw. Verden. dioc. cui certa iurisd. est annexa de iur. patron. principum ducum Brunswicen. et Luneborgen. 6 m. arg. quam vac. p. o. Johannis Gronenhagen vig. present. principis Friderici sen. assec. est 27. iul. 1462 S 553 270rs .
495	3441	10803441-0	1	71.58	ok	H4 6481 (8,1_0567.jpg	ends-here	0.660	1.000	3440|3441|3442		0		Arnoldi de Hulst cler. Traiect. dioc.: de prov. Johanni Arnoldo de	Johannes Quintini al. de Brest in 60. sue et. an. constit. et Johannes Arnoldi de Hulst cler. Traiect. dioc.
496	3444	10803444-5	0	100.00	ok	H4 6481 (8,1_0568.jpg	continues	0.555	0.758	3443|3444|3445		0		pat. c. lic. perm. et tacendi sup. d. def. disp. fuit: ‘rationi congruit’ de	cler. Osnaburg. c. quo Calistus III. disp. sup. def. nat. s. s. ad gr. expect. ad coll. dec. etc. eccl. s. Alexandri Wildeshusen Osnaburg. dioc. et c. quo tunc pres. in cur. s. d. 21. mart. 58 ad quecumque compat. c. lic. perm. et tacendi sup. d. def. disp. fuit: 'rationi congruit' de perinde val. a d. dato , fiat a datis presentium 3. mai. 1462 S 550 191vs ., V 506 72vss .
497	3448	10803448-7	0	93.69	ok	H4 6481 (8,1_0569.jpg	starts-here	0.000	0.110	3447|3448|3449		0		161°s. - litig. in cur. contra Ghe- rardum de Randen sup. pens. ann.	litig. in cur. contra Gherardum de Randen sup. pens. ann. ut supra ac archidiac. in eccl. Traiect. d. prepos. s. Plechelmi annexo de quib. Gherardo vac. p. resign. d. card. in manibus quond. Radulphi ep. Traiect. fact. prov. fuit c. reserv. pens. ut supra eidem card. et deinde p. Nicolaum V. translata in quond. Johannem de Cusa d. card. germanum et in eventum cess. eiusdem in se: ad relationem d. card. motu pr. de advoc. et extin. litem et prov. sibi de eadem pens. , fiat parte vocata 13. nov. 1 ...
498	3451	10803451-1	0	100.00	ok	H4 6481 (8,1_0570.jpg	continues	0.528	0.697	3450|3451|3452		0		pens! ann. 20 libr. quam Georgius ep. Seccov. ei	m. confer. par. eccl. s. Margarite de Foytsperg Seccov. dioc. 60 libr. den. usualis monete vac. p. resign. Ludovici Greczer presb. d. dioc. c. reserv. pens. ann. 20 libr. quam Georgius ep. Seccov. ei contulit de consensu abb. mon. in Runa Salzeburg. dioc. 6. mart. 1459 V 470 135vss .
499	3454	10803454-10	0	98.36	ok	H4 6481 (8,1_0571.jpg	continues	0.514	0.637	3453|3454|3455		0		al. ad alt. s. Bartholomei in s. Georgii Parchimen., tertia ad allt.	m. confer. perp. s. c. vicar. eccl. b. Marie op. Gripeswalden. Camin. dioc. 4 m. arg. vac. p. o. Andree Borckow , n. o. perp. s. c. vicar. ad alt. III regum in eccl. s. Cecilie Gustrowen. d. dioc. 1 quod obtin. et par. eccl. in Kessin. 4 necnon perp. s. c. vicar. una ad alt. b. Marie in Rostowen. , al. ad alt. s. Bartholomei in s. Georgii Parchimen. , tertia ad alt. s. Trinitatis in Buttzowen. et reliqua in eiusdem b. Marie op. Platowe eccl. Zwerin. dioc. simul 6 m. litig. in cur. quas n. possid ...
500	3465	10803465-0	1	97.44	ok	H4 6481 (8,1_0572.jpg	starts-here	0.053	0.183	3464|3465|3466		0		(Reinerii, Ra- nerii) can. eccl. S. Salvatoris	Johannes Reyneri Reinerii, Ranerii can. eccl. s. Salvatoris Traiect. , mag. in med. qui olim par. eccl. s. Gummari in Enchusen Traiect. dioc. in manibus Philippi ducis Burgundie et com. Hollandie patron. d. eccl. ratione d. comitatus resign. qui d. eccl. Reynero Bernardi presb. d. dioc. contulit c. reserv. pens. ann. 44 fl. renen.
501	3474	10803474-1	0	100.00	ok	H4 6481 (8,1_0573.jpg	starts-here	0.057	0.185	3473|3474|3475		0		hannis op. Luneburg. Verden. dioc. de iur. patron. consulatus Lu-	de perp. vicar. in eccl. s. Johannis op. Luneburg. Verden. dioc. de iur. patron. consulatus Luneburg. 4 m. arg. ad quam vac. p. resign. Ludolphi Remensnider p. nonnullos de novo consulato Luneburgen. d. op. exulantes presentari obtinebat, qua resign. n. fuit rite admissa quia pro antiquo consulatu se gerentes et loca consularia occupantes necnon ep. Verden. excom. existunt, n. o. perp. s. c. vicar. in eccl. s. Nicolai Hemiburgen. Bremen. dioc. 3 m. arg. 10. oct. 61 S 545 183v , s. d. I 329 231r ...
502	3486	10803486-1	0	94.87	ok	H4 6481 (8,1_0574.jpg	ends-here	0.714	0.980	3485|3486|3487		0		o. Hermanni Hanrede 17. nov. 63 S 569 186s.	motu pr. de perp. vicar. ad alt. XI milium virg. in eccl. b. Marie virg. in Gerwilingerarde d. dioc. 4 m. arg. vac. p. o. Hermanni Hanrede 17. nov. 1463 S 569 186vs .
